name
"OBRA SOCIAL DEL PERSONAL DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS Y LAVADEROS AUTOMATICOS DE LA PROVINCIA DE SANTA FE"
OBRA SOCIAL DE LA CONFEDERACION DE OBREROS Y EMPLEADOS MUNICIPALES  ARGENTINA ( OSCOEMA )
OBRA SOCIAL DEL PERSONAL DE LUZ Y FUERZA DE CORDOBA
OBRA SOCIAL DE LOS TRABAJADORES VIALES Y AFINES DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DE LA FEDERACION ARGENTINA DEL TRABAJADOR  DE LAS UNIVERSIDADES NACIONALES
OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD FRUTICOLA
OBRA SOCIAL DEL PERSONAL DE  MICROS Y OMNIBUS DE MENDOZA
"OBRA SOCIAL DE ALFAJOREROS, REPOSTEROS, PIZZEROS Y HELADEROS"
OBRA SOCIAL DEL PERSONAL ADMINISTRATIVO Y TECNICO DE LA CONSTRUCCION Y AFINES
OBRA SOCIAL DEL PETROLEO Y GAS PRIVADOS
OBRA SOCIAL DE EMPLEADOS DE PRENSA DE CORDOBA
OBRA SOCIAL DEL PERSONAL DE RECOLECCION Y BARRIDO DE ROSARIO
OBRA SOCIAL DEL PERSONAL DEL JOCKEY CLUB DE ROSARIO
OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES
OBRA SOCIAL DE TRABAJADORES DE PERKINS ARGENTINA S.A.I.C
OBRA SOCIAL DEL PERSONAL DE AERONAVEGACION DE ENTES PRIVADOS
"OBRA SOCIAL DEL SINDICATO OBREROS Y EMPLEADOS DE EMPRESAS DE LIMPIEZA,SERVICIOS Y AFINES DE CORDOBA"
OBRA SOCIAL DEL PERSONAL DE PRENSA DE MAR DEL PLATA
OBRA SOCIAL DEL PERSONAL DE PRENSA DE ROSARIO
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA FIDEERA
OBRA SOCIAL DE VAREADORES
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL TRACTOR
OBRA SOCIAL DEL PERSONAL DE JABONEROS
OBRA SOCIAL DE OFICIALES PELUQUEROS Y PEINADORES  DE LA 2DA CIRCUNSCRIPCION JUDICIAL DE LA PROVINCIA DE SANTA FE
OBRA SOCIAL  PARA EL PERSONAL DE LA INDUSTRIA FORESTAL DE SANTIAGO DEL ESTERO
OBRA SOCIAL DE PEONES DE TAXIS DE LA CAPITAL FEDERAL
"OBRA SOCIAL DE JARDINEROS, PARQUISTAS, VIVERISTAS Y FLORICULTORES DE LA REPUBLICA ARGENTINA"
OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DEL TRANSPORTE AUTOMOTOR
OBRA SOCIAL DEL PERSONAL MARITIMO
OBRA SOCIAL DE TRABAJADORES DE LAS COMUNICACIONES
OBRA SOCIAL DE EMPLEADOS DE DESPACHANTES DE ADUANA
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL PESCADO DE MAR DEL PLATA
OBRA SOCIAL DE EMPLEADOS DEL TABACO DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL FIBROCEMENTO
OBRA SOCIAL DEL PERSONAL DE LA PUBLICIDAD
"OBRA SOCIAL DEL PERSONAL DE MANIPULEO, EMPAQUE Y EXPEDICION DE FRUTA FRESCA Y HORTALIZAS DE CUYO"
OBRA SOCIAL DEL PERSONAL AERONAUTICO
OBRA SOCIAL DE PETROLEROS
"OBRA SOCIAL PERSONAL ESTACIONES DE SERVICIO,GARAGES,PLAYAS Y LAVADEROS DE LA PROVINCIA DEL CHACO"
OBRA SOCIAL DE PETROLEROS DE CORDOBA
OBRA SOCIAL DEL PERSONAL DE ESCRIBANIAS DE LA PROVINCIA DE BUENOS AIRES
OBRA SOCIAL DE SERENOS DE BUQUES
OBRA SOCIAL DEL PERSONAL DE FABRICAS DE PINTURA
OBRA SOCIAL CONDUCTORES DE TRANSPORTE COLECTIVO DE PASAJEROS
OBRA SOCIAL DEL PERSONAL DE DISTRIBUIDORAS CINEMATOGRAFICAS DE LA R.A.
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MADERERA
OBRA SOCIAL DE LOS CORTADORES DE LA INDUMENTARIA
OBRA SOCIAL DE AGENTES DE PROPAGANDA MEDICA DE CORDOBA
OBRA SOCIAL DEL PERSONAL NAVAL
OBRA SOCIAL DEL PERSONAL DE INDUSTRIAS  QUIMICAS Y PETROQUIMICAS DE ZARATE CAMPANA
OBRA SOCIAL DEL PERSONAL DEL AZUCAR DEL INGENIO LEDESMA
OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD VIAL
OBRA SOCIAL DEL PERSONAL DE SUPERVISION DE LA EMPRESA SUBTERRANEOS DE BUENOS AIRES
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA  DEL TABACO
"OBRA SOCIAL DEL PERSONAL DE IMPRENTAS, DIARIOS Y AFINES"
OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLICA ARGENTINA. (ANDAR)
OBRA SOCIAL DEL PERSONAL DEL ESPECTACULO PUBLICO
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL VIDRIO
OBRA SOCIAL PEONES DE TAXIS DE ROSARIO
OBRA SOCIAL  EMPLEADOS DE AGENCIAS DE INFORMES
OBRA SOCIAL DEL PERSONAL DE TELEVISION
OBRA SOCIAL DEL PERSONAL DE TELECOMUNICACIONES SINDICATO BUENOS AIRES
OBRA SOCIAL DE ACTORES
"OBRA SOCIAL PARA EL PERSONAL DE LA INDUSTRIA ACEITERA, DESMOTADORA Y AFINES"
OBRA SOCIAL DEL PERSONAL DE CARGA Y DESCARGA
OBRA SOCIAL DEL PERSONAL SUPERIOR Y PROFESIONAL DE EMPRESAS AEROCOMERCIALES
OBRA SOCIAL DE  LAS ASOCIACIONES DE EMPLEADOS DE FARMACIA
OBRA SOCIAL DE CONDUCTORES DE REMISES Y AUTOS AL INSTANTE Y AFINES
OBRA SOCIAL DE CAPITANES DE ULTRAMAR Y OFICIALES DE LA MARINA MERCANTE
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CHACINADO Y AFINES
OBRA SOCIAL DE CERAMISTAS
OBRA SOCIAL DE FOTOGRAFOS
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA TEXTIL
OBRA SOCIAL DE FARMACEUTICOS Y BIOQUIMICOS
OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL  CLUB ARGENTINO
OBRA SOCIAL DE LA ACTIVIDAD MINERA
OBRA SOCIAL DEL PERSONAL DE PRENSA DE TUCUMAN
OBRA SOCIAL DE CHOFERES DE CAMIONES
OBRA SOCIAL DEL PERSONAL ADUANERO DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DE GUINCHEROS Y MAQUINISTAS DE GRUAS MOVILES
OBRA SOCIAL DEL PERSONAL DE ESCRIBANOS
OBRA SOCIAL DEL PERSONAL DE PRENSA DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DE PORTUARIOS ARGENTINOS
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CAUCHO DE SANTA FE
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CUERO Y AFINES
OBRA SOCIAL DE AGENTES DE PROPAGANDA MEDICA DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DE PETROLEROS PRIVADOS
OBRA SOCIAL DEL PERSONAL TECNICO AERONAUTICO
OBRA SOCIAL DE OBREROS EMPACADORES DE FRUTA  DE RIO NEGRO Y NEUQUEN
OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD CERVECERA Y AFINES
"OBRA SOCIAL DEL PERSONAL DE PELUQUERIAS, ESTETICAS Y AFINES"
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZADO
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL NEUMATICO
OBRA SOCIAL DE LA UNION OBRERA METALURGICA DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES
OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES
OBRA SOCIAL FEDERAL DE LA FEDERACION NACIONAL DE TRABAJADORES DE OBRAS SANITARIAS
OBRA SOCIAL DE CONDUCTORES NAVALES
"OBRA SOCIAL DE COLOCADORES DE AZULEJOS, MOSAICOS, GRANITEROS, LUSTRADORES Y PORCELANEROS"
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA PETROQUIMICA
OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ ARGENTINA
OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS
OBRA SOCIAL DE LOCUTORES
OBRA SOCIAL DEL PERSONAL DE AGUAS GASEOSAS Y AFINES
OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE
OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA
OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD VITIVINICOLA
OBRA SOCIAL DEL PERSONAL MOSAISTA
OBRA SOCIAL TALLERISTAS A DOMICILIO
OBRA SOCIAL DE  EMPLEADOS DE LA INDUSTRIA DEL VIDRIO
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL HIELO Y MERCADOS PARTICULARES
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA NAVAL
OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION
OBRA SOCIAL DE MAQUINISTAS DE TEATRO Y TELEVISION
"OBRA SOCIAL DEL PERSONAL DE SEGURIDAD COMERCIAL, INDUSTRIAL E INVESTIGACIONES PRIVADAS"
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL VESTIDO
OBRA SOCIAL DE RELOJEROS Y JOYEROS
OBRA SOCIAL MODELOS ARGENTINOS
OBRA SOCIAL DEL PERSONAL DE INSTALACIONES SANITARIAS
OBRA SOCIAL DEL PERSONAL DEL AZUCAR DEL INGENIO SAN MARTIN
OBRA SOCIAL DEL PERSONAL DE OBRAS Y SERVICIOS SANITARIOS
OBRA SOCIAL DE TRABAJADORES DE PRENSA DE BUENOS AIRES
OBRA SOCIAL PARA PILOTOS DE LINEAS AEREAS COMERCIALES Y REGULARES
OBRA SOCIAL DE CAPATACES  ESTIBADORES PORTUARIOS
OBRA SOCIAL ELECTRICISTAS NAVALES
OBRA SOCIAL DE LA FEDERACION GREMIAL DEL PERSONAL DE  LA INDUSTRIA DE LA CARNE Y SUS DERIVADOS
OBRA SOCIAL DEL PERSONAL DE LOS HIPODROMOS DE BUENOS AIRES Y SAN ISIDRO
OBRA SOCIAL UNION PERSONAL DE LA UNION DEL  PERSONAL CIVIL DE LA NACION
OBRA SOCIAL DEL PERSONAL DE LAS TELECOMUNICACIONES DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA BOTONERA
"OBRA SOCIAL PARA EL PERSONAL DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTO, LAVADEROS AUTOMATICOS Y GOMERIAS DE LA REPUBLICA ARGENTINA"
OBRA SOCIAL DE TECNICOS DE FUTBOL
OBRA SOCIAL DEL PERSONAL DE MAESTRANZA
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA
OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES  Y GRAN BUENOS AIRES
OBRA SOCIAL DE FUTBOLISTAS
OBRA SOCIAL DE LOS TRABAJADORES DE LAS EMPRESAS DE ELECTRICIDAD
OBRA SOCIAL DEL PERSONAL DE CEMENTERIOS DE LA REPUBLICA ARGENTINA.
OBRA SOCIAL DE OPERADORES CINEMATOGRAFICOS
OBRA SOCIAL PORTUARIOS  PUERTO SAN MARTIN Y BELLA VISTA
OBRA SOCIAL DE JEFES Y OFICIALES MAQUINISTAS NAVALES
"OBRA SOCIAL  DE LA UNION  DE TRABAJADORES  DEL TURISMO, HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA"
OBRA SOCIAL DE TRABAJADORES DE ESTACIONES DE SERVICIO
OBRA SOCIAL DEL PERSONAL DE DRAGADO Y BALIZAMIENTO
OBRA SOCIAL DEL PERSONAL DE REFINERIAS DE MAIZ
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LADRILLERA A MAQUINA
OBRA SOCIAL DE OBREROS Y EMPLEADOS TINTOREROS SOMBREREROS Y LAVADEROS DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA REPUBLICA ARGENTINA
OBRA SOCIAL DE LA ASOCIACION DEL PERSONAL SUPERIOR DE LA EMPRESA PROVINCIAL DE ENERGIA DE CORDOBA
OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD DEL TURF
OBRA SOCIAL DEL PERSONAL DE PRENSA DE BAHIA BLANCA
OBRA SOCIAL DEL PERSONAL DE LA ENSE�ANZA PRIVADA
OBRA SOCIAL DEL PERSONAL MENSUALIZADO DEL JOCKEY CLUB DE BUENOS AIRES Y LOS HIPODROMOS DE PALERMO Y SAN ISIDRO
OBRA SOCIAL DEL PERSONAL DEL AZUCAR DEL INGENIO LA ESPERANZA
OBRA SOCIAL DE LA FEDERACION ARGENTINA DE TRABAJADORES DE LUZ Y FUERZA
OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y CIVILES
OBRA SOCIAL DEL PERSONAL DE FARMACIA
"OBRA SOCIAL DEL PERSONAL DE ESTACIONES DE SERVICIO Y G.N.C, GARAGES, PLAYAS DE ESTACIONAMIENTO Y LAVADEROS AUTOMATICOS"
OBRA SOCIAL DEL PERSONAL LADRILLERO
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LECHERA
OBRA SOCIAL DE CAPITANES BAQUEANOS FLUVIALES DE LA MARINA MERCANTE
OBRA SOCIAL DEL PERSONAL GRAFICO
OBRA SOCIAL DE MANDOS MEDIOS DE TELECOMUNICACIONES EN LA REPUBLICA ARGENTINA Y MERCOSUR
OBRA SOCIAL DEL PERSONAL DEL CAUCHO
OBRA SOCIAL PARA LOS TRABAJADORES DE LA EDUCACION PRIVADA
"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA"
OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES Y AFINES
OBRA SOCIAL DE LUZ Y FUERZA DE LA PATAGONIA
OBRA SOCIAL DEL PERSONAL DE CONSIGNATARIOS DEL MERCADO NACIONAL DE HACIENDA DE LINIERS
OBRA SOCIAL DE AERONAVEGANTES
OBRA SOCIAL DE DOCENTES PARTICULARES
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CAUCHO
OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DE LA ALIMENTACION
