make,model,version,locale
ARO,10.4,10.4 T. RIGIDO 4X4 1.9 D,es_AR
ARO,10.6,10.6 PICK-UP 4X4 1.9 D,es_AR
ARO,10.9,10.9 PICK-UP 4X4 1.6 D/CAB,es_AR
ARO,10.9,10.9 PICK-UP 4X4 1.9 D/CAB D,es_AR
ARO,243,243 DIESEL,es_AR
ARO,244,244 TD 2.5,es_AR
ARO,246,246 TD 2.5 DH,es_AR
ARO,320,320 PICK-UP D,es_AR
ARO,324,324 PICK-UP D/CAB,es_AR
ARO,SPARTANA,SPARTANA ID 1.4,es_AR
ASIA,AM,AM 825 MINI BUS AA DH,es_AR
ASIA,ROCSTA,ROCSTA DX DH T/DURO AA,es_AR
ASIA,ROCSTA,ROCSTA DX DH T/LONA,es_AR
ASIA,ROCSTA,ROCSTA GT-HT T/DURO FULL,es_AR
ASIA,ROCSTA,ROCSTA GT-ST T/LONA,es_AR
ASIA,ROCSTA,ROCSTA STD T/DURO,es_AR
ASIA,TOPIC,TOPIC FURGON,es_AR
ASIA,TOPIC,TOPIC MINIBUS 12 PAX AA DH,es_AR
ASIA,TOPIC,TOPIC MINIBUS 15 PAX DH,es_AR
ASIA,TOPIC,TOPIC MINIBUS 15 PAX FULL,es_AR
ASIA,TOPIC,TOPIC MINIBUS 15 PAX STD,es_AR
ASIA,TOWNER,TOWNER FURGON,es_AR
ASIA,TOWNER,TOWNER MINIBUS AA,es_AR
ASIA,TOWNER,TOWNER MINIBUS STD,es_AR
ASIA,TOWNER,TOWNER PICK-UP,es_AR
ASIA,AM,AM 420 8.5 TON D,es_AR
AUDI,80,80,es_AR
AUDI,5000,5000,es_AR
AUDI,100,100 AVANT 2.5 TDI,es_AR
AUDI,100,100 AVANT 2.8 V6,es_AR
AUDI,100,100 AVANT 2.8 V6 AUT,es_AR
AUDI,100,100 CD,es_AR
AUDI,100,100 GL5 S,es_AR
AUDI,100,100 LIMOUSINE 2.8 E V6,es_AR
AUDI,100,100 LIMOUSINE 2.8 E V6 AUT,es_AR
AUDI,200,200 TURBO,es_AR
AUDI,80,80 AVANT 1.9 TDI,es_AR
AUDI,80,80 AVANT 2.0 AUT,es_AR
AUDI,80,80 AVANT 2.0 E,es_AR
AUDI,80,80 D,es_AR
AUDI,80,80 LIMOUSINE 2.0 E,es_AR
AUDI,80,80 LIMOUSINE 2.8 V6,es_AR
AUDI,90,90 QUATTRO,es_AR
AUDI,A1,A1 1.2T ATTRACTION,es_AR
AUDI,A1,A1 1.4T AMBITION,es_AR
AUDI,A1,A1 1.4T AMBITION STRONIC,es_AR
AUDI,A1,A1 1.4T AMBITION SECURITY,es_AR
AUDI,A1,A1 1.4T AMBITION SECURITY STRONIC,es_AR
AUDI,A1,A1 1.4T AMBITION TECHNO,es_AR
AUDI,A1,A1 1.4T AMBITION TECHNO STRONIC,es_AR
AUDI,A1,A1 1.4T ATTRACTION,es_AR
AUDI,A1,A1 1.4T ATTRACTION STRONIC,es_AR
AUDI,A1,A1 1.4T ATTRACTION SECURITY,es_AR
AUDI,A1,A1 1.4T ATTRACTION SECURITY STRO.,es_AR
AUDI,A1,A1 1.4T S LINE STRONIC,es_AR
AUDI,A1,A1 1.4T S LINE STRONIC TECHNO,es_AR
AUDI,A1,A1 1.4T SPORTBACK AMBITION,es_AR
AUDI,A1,A1 1.4T SPORTBACK AMBITION STRONIC,es_AR
AUDI,A1,A1 1.4T SPORTBACK S LINE STRONIC,es_AR
AUDI,A1,A1 30T SPORTBACK STRONIC,es_AR
AUDI,A1,A1 35T SPORTBACK STRONIC,es_AR
AUDI,A3,A3 1.4T FSI L/10,es_AR
AUDI,A3,A3 1.4T FSI L/10 PLUS,es_AR
AUDI,A3,A3 1.4T FSI L/10 S TRONIC,es_AR
AUDI,A3,A3 1.4T FSI L/13,es_AR
AUDI,A3,A3 1.4T FSI L/13 S-TRONIC,es_AR
AUDI,A3,A3 1.4T FSI L/13 TECHNOLOGY,es_AR
AUDI,A3,A3 1.4T FSI L/13 TECHNOLOGY S-TRO.,es_AR
AUDI,A3,A3 1.4T FSI L/17,es_AR
AUDI,A3,A3 1.4T FSI L/17 S-TRONIC,es_AR
AUDI,A3,A3 1.6 3 PTAS,es_AR
AUDI,A3,A3 1.6 3 PTAS L/04,es_AR
AUDI,A3,A3 1.6 3 PTAS L/04 PLUS,es_AR
AUDI,A3,A3 1.6 3 PTAS L/04 PREMIUM CUERO,es_AR
AUDI,A3,A3 1.6 5 PTAS,es_AR
AUDI,A3,A3 1.8 3 PTAS,es_AR
AUDI,A3,A3 1.8 3 PTAS AUT,es_AR
AUDI,A3,A3 1.8 5 PTAS,es_AR
AUDI,A3,A3 1.8T 150 HP 3 P,es_AR
AUDI,A3,A3 1.8T 150 HP 3 P ATTRACTION,es_AR
AUDI,A3,A3 1.8T 150 HP 3 P ATTRACTION AUT,es_AR
AUDI,A3,A3 1.8T 150 HP 5 P,es_AR
AUDI,A3,A3 1.8T 150 HP 5 P ATTRACTION,es_AR
AUDI,A3,A3 1.8T 180 HP 3 P,es_AR
AUDI,A3,A3 1.8T 180 HP 3 P TIPTRONIC,es_AR
AUDI,A3,A3 1.8T 180 HP 3 P AMBITION,es_AR
AUDI,A3,A3 1.8T 180 HP 3 P AMBITION TIP.,es_AR
AUDI,A3,A3 1.8T 180 HP 3 P QUATTRO,es_AR
AUDI,A3,A3 1.8T 180 HP 5 P,es_AR
AUDI,A3,A3 1.8T 180 HP 5 P TIPTRONIC,es_AR
AUDI,A3,A3 1.8T 180 HP 5 P AMBITION,es_AR
AUDI,A3,A3 1.8T 180 HP 5 P AMBITION TIP.,es_AR
AUDI,A3,A3 1.8TFSI L/09,es_AR
AUDI,A3,A3 1.8TFSI L/09 S-TRONIC,es_AR
AUDI,A3,A3 1.8TFSI L/09 PLUS,es_AR
AUDI,A3,A3 1.8TFSI L/09 PLUS STRONIC,es_AR
AUDI,A3,A3 1.8TFSI L/09.PREMIUM,es_AR
AUDI,A3,A3 1.8TFSI L/09.PREMIUM STRONIC,es_AR
AUDI,A3,A3 1.8TFSI L/09.PREMIUM CUE STRO,es_AR
AUDI,A3,A3 1.8TFSI L/09.PREMIUM CUERO,es_AR
AUDI,A3,A3 1.8TFSI L/09.PREMIUM PLUS,es_AR
AUDI,A3,A3 1.8TFSI L/09.PREMIUM PLUS CU ST,es_AR
AUDI,A3,A3 1.8TFSI L/09.PREMIUM PLUS CUERO,es_AR
AUDI,A3,A3 1.8TFSI L/09.PREMIUM PLUS STRO,es_AR
AUDI,A3,A3 1.8TFSI L/13,es_AR
AUDI,A3,A3 1.8TFSI L/13 S-TRONIC,es_AR
AUDI,A3,A3 1.8TFSI L/13 S-TRONIC QUATTRO,es_AR
AUDI,A3,A3 1.9 TDI 90 HP 3 P,es_AR
AUDI,A3,A3 1.9 TDI 90 HP 5 P,es_AR
AUDI,A3,A3 1.9 TDI 105 HP 3 P,es_AR
AUDI,A3,A3 1.9 TDI 110 HP 3 P,es_AR
AUDI,A3,A3 1.9 TDI 110 HP 3 P AUT,es_AR
AUDI,A3,A3 1.9 TDI 110 HP 3 P ATTRACTION,es_AR
AUDI,A3,A3 1.9 TDI 110 HP 5 P,es_AR
AUDI,A3,A3 1.9 TDI 110 HP 5 P ATTRACTION,es_AR
AUDI,A3,A3 2.0 FSI 3 PTAS,es_AR
AUDI,A3,A3 2.0 FSI 3 PTAS PREMIUM CUERO,es_AR
AUDI,A3,A3 2.0 FSI 3 PTAS TIP.,es_AR
AUDI,A3,A3 2.0 FSI 3 PTAS TIP. PREMIUM CU,es_AR
AUDI,A3,A3 2.0 TDI 3 PTAS,es_AR
AUDI,A3,A3 2.0 TDI 3 PTAS DSG,es_AR
AUDI,A3,A3 2.0 TDI 3 PTAS PREMIUM CUERO,es_AR
AUDI,A3,A3 2.0 TDI 3 PTAS QUATTRO,es_AR
AUDI,A3,A3 2.0 TDI 3 PTAS S TRONIC,es_AR
AUDI,A3,A3 2.0 TDI 3 PTAS S TRONIC L/13,es_AR
AUDI,A3,A3 2.0T FSI 3 PTAS L/07,es_AR
AUDI,A3,A3 2.0T FSI 3 PTAS S-TRONIC L/07,es_AR
AUDI,A3,A3 2.0T FSI 3 PTAS S-TRONIC L/17,es_AR
AUDI,A3,A3 3.2 V6 3 P. QUATTRO,es_AR
AUDI,A3,A3 3.2 V6 3 P. QUATTRO DSG,es_AR
AUDI,A3,A3 3.2 V6 3 P. QUATTRO PREMIUM,es_AR
AUDI,A3,A3 3.2 V6 3 P. QUATTRO PREMIUM DSG,es_AR
AUDI,A3,A3 3.2 V6 3 P. QUATTRO S TRONIC,es_AR
AUDI,A3,A3 CABRIO 1.8T,es_AR
AUDI,A3,A3 CABRIO 1.8T S-TRONIC,es_AR
AUDI,A3,A3 SEDAN 1.4T L/14 S-TRONIC,es_AR
AUDI,A3,A3 SEDAN 1.4T L/16,es_AR
AUDI,A3,A3 SEDAN 1.4T L/17,es_AR
AUDI,A3,A3 SEDAN 1.4T L/17 S-TRONIC,es_AR
AUDI,A3,A3 SEDAN 1.8T L/16,es_AR
AUDI,A3,A3 SEDAN 1.8T L/16 S-TRONIC,es_AR
AUDI,A3,A3 SEDAN 1.8T L/16 S-TRONIC QUA.,es_AR
AUDI,A3,A3 SEDAN 2.0T L/17 S-TRO.S LINE ST,es_AR
AUDI,A3,A3 SEDAN 2.0T L/17 S-TRONIC,es_AR
AUDI,A3,A3 SPORTBACK 1.4T,es_AR
AUDI,A3,A3 SPORTBACK 1.4T S TRONIC,es_AR
AUDI,A3,A3 SPORTBACK 1.4T S TRONIC PLUS,es_AR
AUDI,A3,A3 SPORTBACK 1.4T L/13,es_AR
AUDI,A3,A3 SPORTBACK 1.4T L/13 STRO,es_AR
AUDI,A3,A3 SPORTBACK 1.4T L/13 TECHNO,es_AR
AUDI,A3,A3 SPORTBACK 1.4T L/13 TECHNO STRO,es_AR
AUDI,A3,A3 SPORTBACK 1.4T L/17,es_AR
AUDI,A3,A3 SPORTBACK 1.4T L/17 STRO,es_AR
AUDI,A3,A3 SPORTBACK 1.6,es_AR
AUDI,A3,A3 SPORTBACK 1.6 S TRONIC,es_AR
AUDI,A3,A3 SPORTBACK 1.6 PREMIUM CUERO,es_AR
AUDI,A3,A3 SPORTBACK 1.6 TIP.,es_AR
AUDI,A3,A3 SPORTBACK 1.6 TIP. PREMIUM CU.,es_AR
AUDI,A3,A3 SPORTBACK 1.8T,es_AR
AUDI,A3,A3 SPORTBACK 1.8T STRONIC,es_AR
AUDI,A3,A3 SPORTBACK 1.8T FSI L/13,es_AR
AUDI,A3,A3 SPORTBACK 1.8T FSI L/13 QUAT ST,es_AR
AUDI,A3,A3 SPORTBACK 1.8T FSI L/13 STRONIC,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PLUS,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PLUS STRONIC,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PLUS PREMIUM,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PLUS PREMIUM CU.,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PLUS PREMIUM STR,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PLUS.PRE.CU.STRO,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PREMIUM,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PREMIUM STRONIC,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PREMIUM CU.,es_AR
AUDI,A3,A3 SPORTBACK 1.8T PREMIUM CU. STRO,es_AR
AUDI,A3,A3 SPORTBACK 1.9 TDI,es_AR
AUDI,A3,A3 SPORTBACK 2.0 FSI,es_AR
AUDI,A3,A3 SPORTBACK 2.0 FSI TIP.,es_AR
AUDI,A3,A3 SPORTBACK 2.0 FSI PREM.CU.TIP.,es_AR
AUDI,A3,A3 SPORTBACK 2.0 FSI PREMIUM CU.,es_AR
AUDI,A3,A3 SPORTBACK 2.0 TDI,es_AR
AUDI,A3,A3 SPORTBACK 2.0 TDI DSG,es_AR
AUDI,A3,A3 SPORTBACK 2.0 TDI PREM.CUE.DSG,es_AR
AUDI,A3,A3 SPORTBACK 2.0 TDI PREMIUM CU.,es_AR
AUDI,A3,A3 SPORTBACK 2.0 TDI QUATTRO,es_AR
AUDI,A3,A3 SPORTBACK 2.0 TDI QUATTRO PREM,es_AR
AUDI,A3,A3 SPORTBACK 2.0 TDI STRONIC,es_AR
AUDI,A3,A3 SPORTBACK 2.0 TDI STRONIC L/13,es_AR
AUDI,A3,A3 SPORTBACK 2.0T,es_AR
AUDI,A3,A3 SPORTBACK 2.0T STRONIC,es_AR
AUDI,A3,A3 SPORTBACK 2.0T PREMIUM,es_AR
AUDI,A3,A3 SPORTBACK 2.0T PREMIUM STRONIC,es_AR
AUDI,A3,A3 SPORTBACK 2.0T L/17 STRO.S LINE,es_AR
AUDI,A3,A3 SPORTBACK 2.0T L/17 STRONIC,es_AR
AUDI,A3,A3 SPORTBACK 3.2 QUAT PRE STR LIN,es_AR
AUDI,A3,A3 SPORTBACK 3.2 QUATTRO,es_AR
AUDI,A3,A3 SPORTBACK 3.2 QUATTRO DSG,es_AR
AUDI,A3,A3 SPORTBACK 3.2 QUATTRO DSG PRE.,es_AR
AUDI,A3,A3 SPORTBACK 3.2 QUATTRO PREMIUM,es_AR
AUDI,A3,A3 SPORTBACK 3.2 QUATTRO S TRONIC,es_AR
AUDI,A4,A4 1.8,es_AR
AUDI,A4,A4 1.8 AUT,es_AR
AUDI,A4,A4 1.8 QUATTRO,es_AR
AUDI,A4,A4 1.8 AVANT,es_AR
AUDI,A4,A4 1.8 AVANT AUT,es_AR
AUDI,A4,A4 1.8 AVANT QUATTRO,es_AR
AUDI,A4,A4 1.8 T.,es_AR
AUDI,A4,A4 1.8 T. TIPTRONIC,es_AR
AUDI,A4,A4 1.8 T. QUATTRO,es_AR
AUDI,A4,A4 1.8 T. QUATTRO TIPTRONIC,es_AR
AUDI,A4,A4 1.8 T. AVANT,es_AR
AUDI,A4,A4 1.8 T. AVANT TIPTRONIC,es_AR
AUDI,A4,A4 1.8 T. AVANT QUATTRO,es_AR
AUDI,A4,A4 1.8 T. AVANT QUATTRO TIP.,es_AR
AUDI,A4,A4 1.8 T..L/01,es_AR
AUDI,A4,A4 1.8 T..L/01 LUXURY,es_AR
AUDI,A4,A4 1.8 T..L/01 MULTITRONIC,es_AR
AUDI,A4,A4 1.8 T..L/01 MULTITRONIC LUX,es_AR
AUDI,A4,A4 1.8 T..L/01 MULTITRONIC SPORT,es_AR
AUDI,A4,A4 1.8 T..L/01 QUATTRO,es_AR
AUDI,A4,A4 1.8 T..L/01 SPORT,es_AR
AUDI,A4,A4 1.8 T..L/05,es_AR
AUDI,A4,A4 1.8 T..L/05 SPORT,es_AR
AUDI,A4,A4 1.8 T..L/05 MULTITRONIC,es_AR
